Unnamed: 0,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 60,region
Bangladesh,619.81,656.82,627.7,640.23,687.77,670.58,660.81,636.75,635.95,643.07,682.38,645.31,595.54,504.38,472.28,442.0,431.53,368.27,414.86,416.33,421.74,396.82,374.33,374.28,390.92,385.83,386.54,386.81,391.52,385.21,404.69,394.13,400.64,405.39,411.34,417.74,408.54,404.2,402.58,410.26,422.35,431.58,428.28,437.98,456.69,480.25,507.22,538.28,553.33,559.73,578.95,609.52,627.31,651.89,670.3,701.41,714.63,759.52,834.44,,South Asia
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.25,517.89,609.05,698.15,746.31,899.21,574.56,982.0,889.15,977.9,1022.93,1071.93,1032.02,1634.29,1551.66,1744.91,1639.56,1703.33,1934.04,,South Asia
India,268.21,267.39,265.42,269.69,279.94,274.42,272.26,281.71,283.06,287.32,290.6,289.64,284.95,285.23,278.44,287.5,286.55,302.9,314.14,300.13,319.68,325.91,321.6,338.61,340.46,346.75,349.83,354.01,368.12,378.31,387.09,387.46,389.56,398.57,409.89,426.58,451.11,456.0,476.79,496.72,504.8,525.69,531.72,554.0,573.31,606.4,626.57,662.13,681.55,705.61,742.93,787.85,820.78,870.36,915.46,977.07,1045.64,1111.52,1188.91,,South Asia
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.9,377.16,383.57,382.12,395.01,411.2,419.13,419.95,440.18,465.37,467.54,542.87,558.86,582.61,596.89,587.11,594.42,599.28,,South Asia
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,566.23,567.87,606.49,593.18,601.83,577.07,634.24,630.29,634.4,660.45,687.65,696.23,687.25,718.17,702.25,688.5,681.47,668.46,719.46,786.04,783.56,798.96,808.89,787.22,787.12,805.63,828.38,828.48,856.66,863.26,909.89,966.95,1011.98,,South Asia
Sri Lanka,415.12,379.7,404.42,373.18,380.69,366.08,394.97,386.27,419.46,450.18,425.1,407.94,375.26,419.53,410.39,423.62,419.46,460.8,474.69,480.16,511.58,693.62,708.35,733.51,800.77,844.25,819.96,839.1,838.49,875.87,814.06,859.87,892.48,949.79,1003.29,1046.15,1028.73,1094.83,1171.26,1239.52,1271.94,1273.59,1365.95,1466.9,1501.91,1514.38,1601.2,1652.01,1763.48,1767.68,1916.39,2091.82,2136.15,2284.76,2346.35,2499.53,2654.1,2690.46,2724.25,,South Asia
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.23,1084.15,1088.83,1103.85,1132.85,1157.21,1206.15,1282.22,1284.38,1365.47,1446.88,1511.83,1644.89,1636.31,1675.19,1667.45,,,Sub-Saharan Africa
Benin,424.95,426.0,414.79,442.47,473.92,499.15,539.8,542.1,549.53,539.42,536.14,529.54,538.15,546.24,536.61,513.44,500.32,546.98,547.42,560.94,575.66,611.22,525.13,501.97,527.53,570.05,544.85,518.0,560.25,503.52,461.03,488.01,498.78,507.1,463.99,467.94,479.43,488.48,500.08,511.36,533.54,533.74,547.22,541.95,539.31,546.27,550.5,555.64,568.1,562.69,556.95,554.26,552.72,554.43,568.49,556.73,561.57,564.93,565.72,,Sub-Saharan Africa
Botswana,,,,,,,,,,,,,,,,864.19,920.26,962.87,1043.74,1129.6,1109.77,1050.63,966.52,871.95,903.44,1021.45,1051.53,1013.46,1062.86,1282.79,1518.52,1620.02,1555.58,1480.42,1478.3,1687.42,1736.95,1924.92,1920.95,1880.6,1818.81,1705.12,1758.13,1750.98,1773.01,1927.44,2214.55,2492.88,2861.8,2961.61,3162.47,3363.67,3278.82,3569.6,3554.99,3641.55,3655.89,3811.95,3886.53,,Sub-Saharan Africa
Burkina Faso,,,,,,238.78,238.11,266.6,267.04,268.67,248.54,249.15,234.22,228.03,237.46,248.19,259.74,283.46,275.61,276.67,290.47,295.45,293.2,287.11,262.04,267.2,297.16,274.58,282.51,270.1,255.19,261.52,256.39,266.14,207.13,235.67,271.28,270.3,297.63,338.25,319.75,319.67,323.35,341.23,343.64,358.36,354.88,354.7,386.67,366.29,361.62,363.57,376.31,390.14,397.38,396.27,408.96,391.85,413.32,,Sub-Saharan Africa
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.51,198.4,190.88,185.35,182.59,192.36,180.57,181.93,198.5,212.2,202.33,202.54,196.61,189.82,198.28,199.7,213.93,215.14,204.18,194.43,188.64,189.16,,Sub-Saharan Africa
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.93,2082.04,2182.21,2129.03,2148.05,2191.97,2203.0,2201.14,2243.14,2270.4,2403.78,2411.54,,Sub-Saharan Africa
Cameroon,699.18,694.15,700.75,704.95,708.51,688.52,690.93,583.7,631.99,627.11,619.28,659.32,632.29,612.12,651.38,741.54,668.71,777.94,839.54,876.21,729.01,838.51,926.93,891.88,869.66,891.68,1071.96,1085.97,928.08,779.64,740.13,700.97,613.58,692.0,702.72,698.73,707.75,750.98,758.39,784.92,809.32,818.64,820.21,852.3,866.02,885.41,889.55,903.48,908.88,899.74,902.05,903.98,920.11,950.82,974.35,998.93,1005.24,1021.06,1041.52,,Sub-Saharan Africa
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.89,401.53,398.81,431.51,232.72,237.66,240.52,259.34,257.79,287.75,,Sub-Saharan Africa
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.28,527.1,566.94,583.93,583.94,613.93,645.9,667.94,624.12,577.59,561.21,549.94,,Sub-Saharan Africa
Comoros,,,,,,,,,,,,,,,,,,,,,1287.35,1295.94,1339.28,1365.63,1383.2,1375.44,1361.2,1343.48,1339.37,1258.9,1284.55,1180.04,1243.8,1244.62,1145.78,1154.39,1108.62,1122.68,1107.45,1100.02,1188.98,1187.1,1185.71,1182.15,1176.57,1181.47,1184.09,1156.72,1181.19,1202.66,1196.3,1221.44,1243.51,1255.21,1244.04,1224.21,1234.83,1257.74,1252.63,,Sub-Saharan Africa
"Congo, Democratic Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7,285.53,280.95,262.37,241.0,249.64,230.18,227.17,219.23,191.74,229.84,232.97,241.48,234.08,243.19,236.65,234.05,242.0,219.63,246.74,268.89,280.33,289.26,286.68,284.05,280.07,,Sub-Saharan Africa
"Congo, Republic of",706.52,682.69,609.8,541.42,537.32,524.92,468.96,436.23,481.42,525.4,537.24,515.65,496.65,473.2,443.54,437.63,501.87,424.66,464.55,398.69,465.25,539.77,771.67,621.66,647.47,653.36,592.17,583.73,570.02,556.95,505.78,567.73,427.92,473.87,549.69,634.87,705.31,677.32,369.74,691.47,654.82,779.75,560.35,607.51,633.39,712.38,719.39,765.73,901.77,930.41,1084.96,967.27,695.02,887.52,787.04,824.54,896.97,611.65,475.81,,Sub-Saharan Africa
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.29,795.46,812.96,760.21,813.25,826.85,888.81,985.68,1068.28,1080.62,1135.25,,Sub-Saharan Africa
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.38,3640.56,3814.77,4025.14,3904.12,4043.17,4021.38,4109.9,4641.1,4612.06,4514.47,4464.54,4475.52,4557.58,,Sub-Saharan Africa
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.91,1143.2,1414.36,1271.02,1399.08,1645.93,1230.76,922.66,690.01,741.14,819.23,813.34,896.46,793.81,725.8,660.48,564.83,617.24,570.1,463.16,,,,,,,,,Sub-Saharan Africa
Eswatini,,,,,,,,,,,,,,,,,,,,,2149.51,1903.4,2048.66,1978.59,1924.94,1678.72,1339.63,1321.03,1084.14,1128.5,1367.36,1393.77,1446.85,1580.1,1352.86,1661.57,1839.86,1822.74,1919.0,1986.58,2388.74,2412.48,2427.9,2414.32,2598.08,2872.06,2984.22,2986.65,2981.63,2933.63,3108.32,3253.8,3257.24,3293.35,3310.74,3248.59,3157.15,3303.04,3359.66,,Sub-Saharan Africa
Gabon,1017.88,1090.93,1202.17,1551.92,1619.0,1842.12,1612.69,1995.61,1984.99,2025.5,2090.35,2215.14,2341.3,2671.66,2208.88,2262.64,2570.14,2791.19,3761.01,3322.34,3281.59,3528.11,3076.89,3676.94,3277.36,3006.6,3633.47,2967.87,2541.29,3349.35,3159.25,3014.83,2865.24,2767.01,2408.92,2386.7,2105.94,2038.64,2406.58,2483.77,2532.89,2465.89,2459.6,2407.4,2413.18,2467.15,2547.06,2562.3,2566.35,2608.49,2709.03,2800.21,2863.84,2982.4,3036.13,3056.94,3033.51,2962.23,2874.57,,Sub-Saharan Africa
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.6,746.18,697.14,726.98,767.31,774.91,803.05,731.64,700.93,744.61,741.27,781.56,745.75,752.88,805.22,,Sub-Saharan Africa
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.12,950.81,1066.73,1062.29,1215.51,1256.75,1305.49,1528.32,1554.61,1514.77,1442.29,1570.11,1530.91,,Sub-Saharan Africa
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.93,607.36,575.51,561.69,537.74,547.29,578.71,618.88,593.4,619.71,645.6,634.24,640.33,,Sub-Saharan Africa
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.8,533.98,533.99,490.01,514.12,483.82,499.83,492.85,508.97,509.35,559.48,530.42,516.01,511.03,477.07,516.5,557.92,634.55,642.44,,Sub-Saharan Africa
Kenya,504.33,494.91,517.82,502.11,519.69,542.79,566.63,577.12,504.39,501.95,438.44,613.16,668.99,602.49,667.36,630.26,575.68,601.48,662.48,663.21,654.08,605.75,601.19,559.67,581.51,521.93,598.71,627.53,657.1,672.39,648.13,642.13,615.39,587.11,579.75,641.45,639.22,645.0,655.91,664.17,643.71,652.37,640.26,636.88,634.78,657.57,703.17,720.19,689.89,701.97,734.27,759.63,782.25,825.53,839.02,860.61,879.84,924.41,956.05,,Sub-Saharan Africa
Lesotho,5.4,5.46,6.26,7.1,7.6,7.83,8.96,8.72,8.82,9.0,9.57,10.74,12.62,16.77,21.51,25.35,31.3,37.95,41.9,48.44,55.36,65.25,74.61,86.56,96.92,104.11,116.46,118.79,144.0,165.49,172.57,205.81,218.4,234.77,242.4,260.09,286.16,348.35,483.91,512.99,548.8,556.5,653.14,699.69,748.54,810.32,889.66,1011.93,1041.25,1038.31,1093.75,1160.21,1192.19,1259.22,1233.67,1246.77,1252.72,1249.99,1277.0,,Sub-Saharan Africa
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.08,522.6,579.01,479.36,309.72,413.06,516.41,504.81,493.1,447.57,457.78,440.62,396.26,398.14,418.41,493.12,450.25,,,,Sub-Saharan Africa
Madagascar,708.6,686.34,687.59,686.74,690.27,668.34,664.06,650.54,684.03,692.22,718.41,735.59,702.49,664.78,626.72,610.77,562.43,571.58,543.29,590.66,580.46,488.29,477.26,460.18,443.16,444.77,429.63,404.65,396.62,369.61,391.69,379.91,359.35,359.82,350.99,345.61,339.5,344.98,349.23,353.21,356.44,355.0,343.39,354.55,375.48,347.73,342.72,333.95,344.46,343.33,349.17,347.48,348.38,361.91,343.11,343.95,347.4,342.1,343.25,,Sub-Saharan Africa
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.36,332.85,344.01,347.7,345.33,311.52,334.9,324.14,359.09,395.32,434.84,381.9,411.58,419.83,484.6,511.1,,,Sub-Saharan Africa
Mali,,,,,,,,384.0,389.28,383.8,397.44,399.69,416.4,407.55,431.32,451.5,493.42,481.15,498.69,526.49,488.01,502.45,463.74,469.45,465.92,442.48,409.48,373.43,401.95,384.73,378.71,444.35,397.87,417.95,403.06,402.97,418.78,398.82,393.51,419.95,401.36,417.87,396.83,414.78,419.88,434.04,439.16,449.62,469.8,480.66,515.14,510.69,501.69,500.24,522.55,537.05,541.53,575.76,604.06,,Sub-Saharan Africa
Mauritania,,,,,371.17,444.13,426.7,487.07,548.71,521.7,592.8,576.31,505.38,521.28,734.71,730.88,759.04,742.1,622.68,533.22,547.63,627.87,797.48,636.79,560.85,503.98,627.78,573.87,488.67,568.31,601.7,558.08,517.68,492.28,536.01,516.33,568.01,526.41,578.26,589.89,586.6,571.67,577.74,586.68,574.41,589.63,596.61,611.74,638.06,635.9,637.57,637.51,672.47,668.59,669.83,663.19,674.69,685.32,701.05,,Sub-Saharan Africa
Mauritius,,,,,,,,,,,,,,,,,1694.34,1767.82,1794.62,1780.14,1652.6,1578.25,1614.81,1631.26,1686.96,1758.55,1867.2,2218.35,2392.55,2545.3,2653.58,2757.63,2852.55,2969.58,3099.44,3219.9,3344.22,3470.88,3646.18,3746.41,3854.3,3937.32,4039.39,4198.66,4520.02,4817.84,5079.94,5282.48,5616.52,5718.72,5855.53,5992.59,6139.78,6287.9,6441.6,6617.79,6808.78,7022.37,7252.2,,Sub-Saharan Africa
Mozambique,,,,,,,,,,,,,,,,,,,,,276.52,263.93,254.63,201.36,195.3,181.15,187.29,208.14,214.84,227.95,215.79,222.12,196.79,197.59,195.1,199.1,209.64,218.5,224.06,230.37,222.63,218.03,285.52,292.22,295.83,307.45,312.33,326.67,335.17,346.25,349.05,356.38,390.98,405.69,418.2,413.58,429.05,419.16,422.38,,Sub-Saharan Africa
Namibia,,,,,,,,,,,,,,,,,,,,,2203.54,2946.22,2938.53,2737.25,2760.7,2306.41,2404.77,2747.94,2477.81,2459.99,1966.47,2186.29,2055.12,2000.54,1966.53,1981.62,2146.34,2259.51,2296.78,2285.23,2376.42,2548.99,2473.9,2640.04,2649.87,2628.65,2809.44,2928.86,3243.76,3628.0,3366.25,3600.73,3877.79,4170.84,4378.98,4852.49,5109.45,4847.92,4876.1,,Sub-Saharan Africa
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.05,241.03,244.29,247.71,250.74,254.06,254.6,254.81,253.81,261.49,265.53,267.12,268.34,,Sub-Saharan Africa
Nigeria,,,,,,,,,,,,,,,,,,,,,,1078.58,928.21,697.82,721.02,862.97,762.17,700.89,730.35,657.39,793.25,819.0,933.79,835.62,734.75,752.21,880.34,830.87,807.72,720.54,715.15,1111.58,1248.88,1348.7,1317.6,1447.71,1216.94,1595.25,1305.31,1554.22,1539.58,1453.09,1414.73,1667.5,1633.61,1585.88,1482.11,1430.2,1466.45,,Sub-Saharan Africa
Rwanda,246.75,231.57,263.5,241.88,192.6,200.02,213.74,226.64,239.35,262.42,261.52,254.76,235.08,221.95,224.19,193.96,220.62,224.18,244.32,275.89,288.63,283.74,267.07,296.44,247.42,232.23,249.41,225.06,237.75,232.92,229.76,262.98,281.42,286.5,237.08,244.99,256.41,263.85,276.77,298.82,318.13,317.46,351.3,325.52,341.61,365.24,412.86,407.24,424.05,461.46,471.91,501.82,526.03,532.42,550.01,633.67,614.48,608.75,631.7,,Sub-Saharan Africa
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.34,,,,,,,,,,Sub-Saharan Africa
Sierra Leone,,,,,,,,,,,,,,,,,,,,,523.76,498.04,479.19,434.25,414.89,375.97,356.56,388.99,324.69,343.46,283.99,281.08,253.34,269.03,220.21,272.22,286.27,236.83,226.99,209.33,207.29,257.37,303.29,310.29,308.74,303.06,296.97,316.81,335.83,360.85,306.21,399.67,419.04,530.94,440.78,430.42,465.86,454.81,504.21,,Sub-Saharan Africa
South Africa,2126.91,2119.91,2132.27,2213.46,2334.76,2357.74,2405.39,2449.46,2562.38,2670.15,2771.21,2825.39,2868.24,3004.18,3079.41,3109.8,3080.39,2979.36,2954.8,2953.05,3124.8,3264.29,3242.42,3249.0,3307.81,3111.65,3040.56,3083.97,3173.46,3185.18,3199.2,3105.15,2985.48,2968.16,3016.3,3127.85,3205.42,3252.37,3256.41,3263.96,3351.47,3422.6,3486.83,3541.95,3717.44,3896.91,4185.69,4401.3,4395.57,4222.51,4325.25,4478.84,4571.68,4588.56,4553.77,4571.35,4531.07,4559.78,4579.96,,Sub-Saharan Africa
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.26,599.48,647.61,593.66,598.93,604.17,547.36,513.55,,,,,Sub-Saharan Africa
Sudan,910.36,853.66,860.35,824.22,805.06,834.97,712.2,659.33,642.58,595.28,616.32,649.51,584.34,556.22,663.5,752.7,861.06,960.92,902.48,812.1,814.19,867.73,937.15,948.07,904.08,809.07,699.62,674.41,691.51,700.53,722.09,748.14,772.22,801.23,807.0,788.3,794.66,817.4,830.02,839.2,783.81,838.12,831.24,804.19,888.11,916.53,991.17,989.39,956.89,968.98,994.04,1052.42,1099.32,1112.88,1111.86,1123.41,1129.68,1136.03,1073.69,,Sub-Saharan Africa
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.98,324.49,314.1,309.2,304.31,308.2,321.64,341.27,380.89,390.16,385.29,386.35,397.83,394.37,406.55,429.05,456.35,468.05,455.1,445.39,490.99,529.97,499.68,505.07,506.69,527.72,523.25,519.39,,,Sub-Saharan Africa
Togo,437.03,480.88,484.01,511.82,482.32,503.09,583.71,629.8,649.38,671.02,664.72,371.63,392.46,426.26,462.63,343.75,513.57,500.12,443.57,476.01,496.37,527.72,548.22,494.22,547.65,628.15,557.47,515.36,595.02,590.23,553.28,579.74,597.26,450.15,469.75,503.82,626.27,656.05,663.18,653.51,619.64,627.71,592.91,621.51,582.08,482.61,465.09,486.06,450.9,463.63,443.63,438.54,549.88,659.26,733.15,746.07,753.74,742.99,758.3,,Sub-Saharan Africa
Uganda,,,,,,,,,,,,,,,,,,,,,,,265.66,278.62,261.81,244.77,237.63,235.48,246.63,253.99,258.66,262.08,260.14,269.67,274.43,306.81,318.6,317.58,329.84,345.34,341.78,339.01,355.8,357.08,354.37,362.12,394.23,417.98,409.58,471.18,474.94,487.92,511.48,495.22,490.69,526.82,507.87,504.5,487.52,,Sub-Saharan Africa
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.12,,,,,,,,,,Sub-Saharan Africa
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.75,851.26,857.93,1042.93,1012.21,969.2,1135.08,1000.46,999.81,1214.95,,Sub-Saharan Africa
